Product Name,Total number of comments (backer only),Number of Negative Comment,Number of Neutral Comment,Number of Positive Comment,% of Negative Comment,% of Neutral Comment,% of Positive Comment,Overall Score,Number of creator comment
mia-melon-weatherproof-style-new-extended-sizing,11,0,1,10,0,0.09,0.91,0.455440909,0
a-mixed-world,0,0,0,0,0,0,0,0,0
help-fund-a-home-for-the-thornleigh-street-library,0,0,0,0,0,0,0,0,0
la-grande-machinerie-du-petit-nimporte-quoi,7,0,5,2,0,0.71,0.29,0.133042857,0
eight-bit-magazine-issue-1-and-2-reprint-for-all-8,5,0,0,5,0,0,1,0.47952,4
radiate-portable-campfire-tailgate-ready-made-in-t-1,16,3,2,11,0.19,0.12,0.69,0.307715476,0
girls-of-summer-big-diamond-dreams,11,0,1,10,0,0.09,0.91,0.777436364,0
circadia-sleep-and-work-better-using-nasa-inspired,22,4,1,17,0.18,0.05,0.77,0.343150694,0
mouse-books,21,1,2,18,0.05,0.1,0.86,0.504129582,0
luxury-italian-handcrafted-shoe-made-uniquely-for,15,4,1,10,0.27,0.07,0.67,0.245661683,0
sleepwear-reinventedultimate-comfort-for-better-sl,9,0,2,7,0,0.22,0.78,0.356603846,0
r-pur-anti-pollution-mask-made-in-france,20,1,8,11,0.05,0.4,0.55,0.238807083,0
vacanza-shirts-360-stretch-16-features,15,0,4,11,0,0.27,0.73,0.388388667,7
the-ends-a-play,0,0,0,0,0,0,0,0,0
sea-x-sky-the-waterproof-backpack-that-fits-in-you,37,6,4,27,0.16,0.11,0.73,0.367622222,0
ez-duffle-the-most-versatile-duffle-bag-to-organiz,25,4,4,17,0.16,0.16,0.68,0.292184689,0
elizabeth-warren-action-figure,38,3,12,23,0.08,0.32,0.61,0.299382456,0
rise-of-tribes,27,5,2,20,0.19,0.07,0.74,0.368167059,0
lords-of-hellas,18,3,2,13,0.17,0.11,0.72,0.244984938,0
drinkagon-strategic-drinking-game,20,1,9,10,0.05,0.45,0.5,0.318522333,0
hardwood-dice-towers-dice-storage-and-rollers-dand,14,0,0,14,0,0,1,0.620583766,0
fragged-empire-rpg-expanded,27,1,6,20,0.04,0.22,0.74,0.345148086,0
the-lost-citadel-post-apocalyptic-fantasy-roleplay,13,2,0,11,0.15,0,0.85,0.332571907,0
slickerdrips-a-board-game-playthrough-channel,23,0,1,22,0,0.04,0.96,0.682448287,0
dough-universe-squishy-tech-toys-for-4-7-year-olds,17,2,3,12,0.12,0.18,0.71,0.433478431,0
skull-port-0,15,2,1,12,0.13,0.07,0.8,0.426663091,0
invisible-dancing,0,0,0,0,0,0,0,0,0
david-walsh-bowlmaker-spotlight-series-buckeye-bur,1,0,0,1,0,0,1,0.8774,1
eagle-force-goldie-hawk-photo-cards,5,0,1,4,0,0.2,0.8,0.413326667,4
groves,38,10,7,21,0.26,0.18,0.55,0.250296447,0
pocket-ops-deduction-and-area-control,21,0,4,17,0,0.19,0.81,0.44433261,0
youve-got-problems,22,3,6,13,0.14,0.27,0.59,0.230029167,18
humpty-dumpty-film,16,0,0,16,0,0,1,0.8627125,0
sudsy-slim-rides-again-alaska-feature-film,10,0,4,6,0,0.4,0.6,0.46535,4
reflowered-a-dance-play,0,0,0,0,0,0,0,0,0
programme-en-ligne-lart-du-mouvement,22,1,5,16,0.05,0.23,0.73,0.374779545,5
31-days-somewhere-weve-never-been-feature-film,1,0,0,1,0,0,1,0.6792,0
deception-undercover-allies-0,29,10,3,16,0.34,0.1,0.55,0.137677299,0
dome-crushers-a-tiny-card-game-of-titanic-arena-ba,23,6,3,14,0.26,0.13,0.61,0.236551232,0
archmage,21,4,2,15,0.19,0.1,0.71,0.211984001,0
700-women-book,0,0,0,0,0,0,0,0,0
lucitm-advanced-lucid-dream-inducer,25,5,4,16,0.2,0.16,0.64,0.243414523,0
covil-the-dark-overlords,26,11,5,10,0.42,0.19,0.38,0.059240266,0
help-us-build-our-bonemill-set,1,0,0,1,0,0,1,0.25,0
mental-edinburgh-festival-fringe-2017,0,0,0,0,0,0,0,0,0
cactus-cat-plushie-your-fluffy-prickly-magical-fri,23,5,2,16,0.22,0.09,0.7,0.29532192,0
wild-gears-version-3,5,2,0,3,0.4,0,0.6,0.04578,2
coffee-table-book-illustrated-summaries-of-biblica,41,5,5,31,0.12,0.12,0.76,0.345620732,0
nakefit,33,5,3,25,0.15,0.09,0.76,0.480089394,0
yellow-card-red-card-is-going-to-the-ice-factory-f,0,0,0,0,0,0,0,0,0
48-hour-film-project-detroit-country-day-school-st,0,0,0,0,0,0,0,0,0
arcana-on-ice-a-yuri-on-ice-tarot-deck,26,3,11,12,0.12,0.42,0.46,0.215329487,16
tayogo-force-conduction-waterproof-bluetooth-heads,27,15,2,10,0.56,0.07,0.37,-0.101377531,0
auricsound-ess-twin-sabre-32bit-es9028q2m-768khz-d,8,1,2,5,0.12,0.25,0.62,0.334111699,0
mino-bimaadiziwin-a-short-film-by-shane-mcsauby,1,0,0,1,0,0,1,0.7269,0
mothman-and-his-creepy-friends-an-enamel-pin-set,4,0,0,4,0,0,1,0.7381,0
human-interface-be-a-better-human,13,0,3,10,0,0.23,0.77,0.358617443,0
field-in-ackerys-alley,4,1,1,2,0.25,0.25,0.5,0.245,0
qcharge-advanced-portable-apple-watch-charger,19,1,6,12,0.05,0.32,0.63,0.311239633,0
tertill-the-solar-powered-weeding-robot-for-home-g,28,6,4,18,0.21,0.14,0.64,0.257454464,1
ti2-para-biner-v2,31,2,5,24,0.06,0.16,0.77,0.505806576,0
playmats,8,0,0,8,0,0,1,0.79763125,0
radical-moov-electric-rideable,21,5,2,14,0.24,0.1,0.67,0.375068254,0
culinary-magic-cookbook-for-the-pathfinder-rolepla,18,3,1,14,0.17,0.06,0.78,0.321638016,0
oaxaca-a-dice-rolling-engine-building-card-game,22,2,1,19,0.09,0.05,0.86,0.447479369,0
video-bible-talks-series-1-sermon-on-the-mount,1,0,0,1,0,0,1,0.8777,0
the-12th-house,1,0,0,1,0,0,1,0.7345,0
baserock-the-immersive-bass-frequency-hydration-ba,32,5,4,23,0.16,0.12,0.72,0.406725347,0
enamel-dragon-pins-traditional-tabletop-badges,11,0,1,10,0,0.09,0.91,0.460071212,10
cat-cafe-mad-coffee-shop-remodel-and-expansion-and,0,0,0,0,0,0,0,0,0
pere-perez-sketchbook-2017,2,0,2,0,0,1,0,0,0
death-0,0,0,0,0,0,0,0,0,0
garden-of-simplicity,2,0,0,2,0,0,1,0.5664,0
usb-plant-grower-and-desk-lamp,12,1,1,10,0.08,0.08,0.83,0.303913056,16
swipe-at-the-san-diego-international-fringe-festiv,0,0,0,0,0,0,0,0,0
classic-console-playing-cards-second-edition,9,1,1,7,0.11,0.11,0.78,0.327589198,0
fitconnect-the-ultimate-fitness-armband,8,3,2,3,0.38,0.25,0.38,-0.003975,3
sundisc-the-ultra-portable-softbox-reflector,31,1,7,23,0.03,0.23,0.74,0.359491505,0
free-oranges-socially-engaged-performance-art,0,0,0,0,0,0,0,0,0
bring-our-seed-and-sprout-bento-lunch-boxes-home-t,6,0,1,5,0,0.17,0.83,0.635183333,1
creative-collaboration-by-30-artists,0,0,0,0,0,0,0,0,0
seven-crazy-bitches-assembly-rooms-edinburgh,0,0,0,0,0,0,0,0,0
nocturne-2,0,0,0,0,0,0,0,0,0
raylynmor-opera-2017-2018-season,0,0,0,0,0,0,0,0,0
lieder-alive-mahler-song-cycles-recording,2,0,0,2,0,0,1,0.66255,0
cinderblock-people-record-store,2,0,2,0,0,1,0,0,0
seraph,20,1,2,17,0.05,0.1,0.85,0.392909167,9
enchant-your-photography-unleash-the-magic-lydith,25,3,5,17,0.12,0.2,0.68,0.373215939,0
a-one-man-show-at-the-carmel-sunset-center,0,0,0,0,0,0,0,0,0
astrocat-lapel-pin,2,0,0,2,0,0,1,0.4675,2
cafflano-kompresso-a-portable-authentic-espresso-m,19,5,0,14,0.26,0,0.74,0.222268772,0
pop-art-and-pin-up-post-cards-and-prints,1,0,0,1,0,0,1,0.4019,0
fire-and-bone-5-tiny-digitally-captured-metal-anim,25,0,4,21,0,0.16,0.84,0.619430238,0
xeric-soloscope-quartz,31,6,7,18,0.19,0.23,0.58,0.304840323,0
una-grill-the-portable-charcoal-grill-to-carry-any,13,2,1,10,0.15,0.08,0.77,0.461104438,0
eto-a-beautiful-innovation-in-wine-preservation,33,5,6,22,0.15,0.18,0.67,0.321413997,0
hvel-straight-to-the-point,28,4,2,22,0.14,0.07,0.79,0.437150476,0
martin-fine-craftsmanship,0,0,0,0,0,0,0,0,0
desktop-mutoscope-featuring-animations-by-anna-tab,1,0,0,1,0,0,1,0.9348,0
uvolt-watch-accessible-clean-energy-to-charge-your-0,18,2,6,10,0.11,0.33,0.56,0.215371296,0
meccaniche-veneziane-nereide-automatic-italian-div,35,7,6,22,0.2,0.17,0.63,0.328198639,0
ghost-pepper-farms-f-3tm-all-natural-small-batch-h,21,5,6,10,0.24,0.29,0.48,0.227678437,0
catnap-christchurch-cat-cafe,9,1,1,7,0.11,0.11,0.78,0.64984,0
flower-fairies-hard-enamel-pin-collection,3,0,0,3,0,0,1,0.503366667,0
local-girl-photography-life-through-a-lens-extende,0,0,0,0,0,0,0,0,0
exum-knife,2,0,0,2,0,0,1,0.84455,0
the-original-puffy-poncho,16,0,2,14,0,0.12,0.88,0.436622443,0
do-no-harm-documentary-film-finishing-funds,20,6,1,13,0.3,0.05,0.65,0.20806,0
help-us-tell-kellys-surrogacy-story,0,0,0,0,0,0,0,0,0
hie-diaper-bag-your-new-best-friend,26,2,6,18,0.08,0.23,0.69,0.396674267,0
laventure-watches-timepieces-for-explorers-swiss-m,16,3,0,13,0.19,0,0.81,0.353365104,0
trans-is-love-a-new-album-by-marissa-kay,0,0,0,0,0,0,0,0,0
help-michelle-citrin-make-a-new-album,4,0,0,4,0,0,1,0.74855,0
planty-square-modular-hydroponic-kit,19,2,4,13,0.11,0.21,0.68,0.252818726,0
dante-falls-a-usc-thesis-film,2,1,1,0,0.5,0.5,0,-0.2116,0
elwood-takes-a-lover-a-usc-thesis-film,2,0,1,1,0,0.5,0.5,0.3344,0
hvad-hvis-alle-farver-var-bla,0,0,0,0,0,0,0,0,0
string-sisters-shetland-project,6,0,1,5,0,0.17,0.83,0.662983333,0
debra-fotheringhams-new-album,4,0,0,4,0,0,1,0.79095,0
glide-britain,6,1,0,5,0.17,0,0.83,0.577016667,0
scorkl-breathe-underwater-with-total-freedom,37,14,7,16,0.38,0.19,0.43,0.112962162,0
vanishing-vermonters,5,0,0,5,0,0,1,0.76248,0
the-wild-unrest-a-gripping-new-album-by-beth-whitn,3,0,0,3,0,0,1,0.236533333,0
michale-graves-full-band-cd-the-world-turned-upsid,2,0,0,2,0,0,1,0.88795,0
handmade-pet-beds-with-unipug-fabric-unicorn-pug-p,2,0,0,2,0,0,1,0.8266,0
baikonur-where-it-all-began-60-years-of-the-space,0,0,0,0,0,0,0,0,0
the-monaco-burning-man-2017-sailing-lake-lahontan,1,0,1,0,0,1,0,0,0
sciencebad-rick-and-morty-enamel-pin-set,5,0,3,2,0,0.6,0.4,0.155696,0
illumisoap-night-light-soap-dispenser-by-illumibow,34,17,6,11,0.5,0.18,0.32,-0.017126422,0
mistbox-energy-saving-device-proven-to-cut-ac-bill,32,7,4,21,0.22,0.12,0.66,0.243238368,0
noetica-kinetic-fire-art-for-burning-man-2017,4,0,0,4,0,0,1,0.798125,0
vasco-watch-new-24h-timepieces,26,5,6,15,0.19,0.23,0.58,0.291736026,14
wetsleeve-wearable-hands-free-hydration,34,9,2,23,0.26,0.06,0.68,0.317167451,0
diy-papercraft-art-for-your-home-by-lpobjects,26,4,5,17,0.15,0.19,0.65,0.233392949,0
land-of-doubt,14,1,3,10,0.07,0.21,0.71,0.495971429,0
cde-fall-royalties-fund,0,0,0,0,0,0,0,0,0
planet-legasy,2,1,0,1,0.5,0,0.5,0.015,0
bolido-swiss-selfwinding-mechanical-timepieces,23,1,2,20,0.04,0.09,0.87,0.460632428,0
the-archiologist-magazine-0,1,0,0,1,0,0,1,0.5826,0
zvox-soundbar-has-built-in-subwoofer-hearing-aid-t,17,1,6,10,0.06,0.35,0.59,0.343078431,5
hello-coding-anyone-can-learn-to-code,24,5,2,17,0.21,0.08,0.71,0.306906944,20
floating-mug-the-worlds-most-beautiful-mug,30,2,5,23,0.07,0.17,0.77,0.454949365,0
the-font-deck-a-playing-card-guide-to-typography,33,0,4,29,0,0.12,0.88,0.615897096,0
dan-and-alice-an-improvised-feature-film,0,0,0,0,0,0,0,0,0
visio-the-powerful-mobile-photoprojector,17,3,2,12,0.18,0.12,0.71,0.372583786,0
alice-and-cheshire-hard-enamel-pin,5,0,0,5,0,0,1,0.63476,5
glassxtm-real-liquid-glass-universal-screen-protec,26,8,1,17,0.31,0.04,0.65,0.224581143,0
acedia-a-sci-fi-short-film-about-memory,0,0,0,0,0,0,0,0,0
ginger-kick-back-for-more,5,0,0,5,0,0,1,0.53002,0
ruta-origen-traveling-around-mexico,7,2,5,0,0.29,0.71,0,-0.089785714,0
mermaid-princess-enamel-pins,8,0,0,8,0,0,1,0.817457143,0
purgatory-vol-1,11,1,1,9,0.09,0.09,0.82,0.705127273,0
the-unadoptables,14,0,1,13,0,0.07,0.93,0.63147,2
drachein,11,0,1,10,0,0.09,0.91,0.552441414,6
dead-canary-comics-presents-adventures-in-science,15,0,1,14,0,0.07,0.93,0.604560588,0
b-pulidos-newest-graphic-novel-la-muerta-1-vengean,29,3,4,22,0.1,0.14,0.76,0.401162069,16
zombie-fabulous-3-mary-sacred-heart-of-the-motor-c,0,0,0,0,0,0,0,0,0
the-killer-bees-high-flying-comics-in-tag-team-sty,8,1,2,5,0.12,0.25,0.62,0.275763021,0
curse-of-the-vessel-relaunch,11,0,1,10,0,0.09,0.91,0.527457652,0
speculative-relationships-volume-3,7,0,2,5,0,0.29,0.71,0.349847619,5
lookers-ember,6,0,1,5,0,0.17,0.83,0.522688889,0
can-i-pet-your-werewolf,15,1,0,14,0.07,0,0.93,0.579581333,0
a-small-favor-an-epic-sci-fi-comic,3,0,2,1,0,0.67,0.33,0.305533333,0
blister-a-rad-punk-rock-comic-about-growing-up-in,4,0,0,4,0,0,1,0.589216667,0
legends-of-onile-dayo,0,0,0,0,0,0,0,0,0
beats-n-bars-festival-2017,3,0,1,2,0,0.33,0.67,0.603233333,0
danika-and-the-jeb-everything-live,6,0,0,6,0,0,1,0.842316667,0
2-mellos-midnight-broadcasts-physical-releases,0,0,0,0,0,0,0,0,0
on-the-road-again-tour-van-and-trailer-fundraiser,7,0,0,7,0,0,1,0.863407143,0
u-bruu-the-ultimate-beverage-bar,27,10,2,15,0.37,0.07,0.56,0.09147716,0
grond-oublars-revenge-book-three,8,0,1,7,0,0.12,0.88,0.646095694,0
the-pale-2,4,0,0,4,0,0,1,0.770625,2
momma-tried-issue-3,5,0,3,2,0,0.6,0.4,0.28164,0
duderobetm-towel-lined-lounging-apparel-for-men,17,1,5,11,0.06,0.29,0.65,0.385709757,0
knight-2,8,3,1,4,0.38,0.12,0.5,0.172941667,0
black-gold-prelude-to-a-storm,1,0,0,1,0,0,1,0.7345,0
broderick-by-ron-bryce-and-jay-peteranetz,1,0,0,1,0,0,1,0.8499,0
trade-comics-for-construction-trade-workers-a-comi,1,0,0,1,0,0,1,0.9352,0
stellar-cards-and-book,2,0,0,2,0,0,1,0.46515,0
unkind-readings-enamel-pins,16,0,0,16,0,0,1,0.6279775,0
trafalgar,1,0,0,1,0,0,1,0.921,0
the-second-annual-women-sports-film-festival,3,0,0,3,0,0,1,0.658066667,0
deep-clean-a-supernatural-horror-short-film,3,1,0,2,0.33,0,0.67,0.4275,0
cooking-with-love-20,0,0,0,0,0,0,0,0,0
kickstarter-gold-whats-for-dinner-notepad,26,4,6,16,0.15,0.23,0.62,0.296789888,0
kickstarter-gold-the-worlds-first-chili-pepper-csa,21,5,2,14,0.24,0.1,0.67,0.327724206,8
kickstarter-gold-all-star-fubar,31,5,9,17,0.16,0.29,0.55,0.279666667,2
kickstarter-gold-the-lions-of-valletta-directors-c,8,0,1,7,0,0.12,0.88,0.690879167,0
black-kickstarter-gold,18,3,6,9,0.17,0.33,0.5,0.2035125,0
kickstarter-gold-the-secret-loves-of-geek-girls-re,15,0,0,15,0,0,1,0.706493333,9
kickstarter-gold-plume-1-the-gold-edition,6,0,2,4,0,0.33,0.67,0.296391667,0
liberty-the-first-zero-compromise-total-wireless-e,42,20,4,18,0.48,0.1,0.43,0.030429762,0
build-your-own-airbnb-with-ruby-on-rails-and-react,28,4,5,19,0.14,0.18,0.68,0.320804121,0
ace-needs-a-voice-ace-est-sans-voix,0,0,0,0,0,0,0,0,0
shakespeare-punches-a-friggin-shark-and-or-other-s,33,7,9,17,0.21,0.27,0.52,0.129542843,0
the-violet-ascension-tarot,2,0,1,1,0,0.5,0.5,0.32985,0
dungeon-of-doom-handcrafted-game-terrain-by-dwarve,18,6,1,11,0.33,0.06,0.61,0.194884954,0
oral-history-walking-tour-of-madrid-new-mexico,2,0,0,2,0,0,1,0.9264,0
kickstarter-gold-balloon-mapping-kits,11,1,0,10,0.09,0,0.91,0.391422727,5
covi-speech-enabled-light-and-open-source-smart-ho,18,2,3,13,0.11,0.17,0.72,0.287779831,0
gametek-the-book,42,5,15,22,0.12,0.36,0.52,0.324246429,0
kickstarter-gold-bikequity-a-social-justice-bicycl,3,0,1,2,0,0.33,0.67,0.3478,0
kickstarter-gold-good-night-stories-for-rebel-girl,20,1,3,16,0.05,0.15,0.8,0.449063333,0
subversion-a-broadside-portfolio,12,0,0,12,0,0,1,0.550570833,0
kickstarter-gold-science-abridged,33,10,4,19,0.3,0.12,0.58,0.159842424,9
pablo-neruda-poetry-lost-found,13,2,4,7,0.15,0.31,0.54,0.254423077,0
eden-7,0,0,0,0,0,0,0,0,0
attache-guide-to-travel,34,7,7,20,0.21,0.21,0.59,0.227981863,0
flashes-fun-interactive-led-lashes,26,6,3,17,0.23,0.12,0.65,0.349636044,0
geekcentricorg-one-website-to-inform-them-all,2,0,1,1,0,0.5,0.5,0.3676,0
memorywell-professional-storytelling-for-everyone,0,0,0,0,0,0,0,0,0
the-royal-game-of-ur-3d-printed-playable-replica,6,1,0,5,0.17,0,0.83,0.438336746,0
spiderforest-webcomic-anthology,4,0,0,4,0,0,1,0.7224375,0
pepper-roos-complete-rat-care-website,0,0,0,0,0,0,0,0,0
cats-committing-crimes-humor-comics-anthology,2,0,1,1,0,0.5,0.5,0.310183333,1
kickstarter-gold-she-persisted-enamel-pin-black-4,31,3,11,17,0.1,0.35,0.55,0.333650645,0
unicorn-coat,2,0,0,2,0,0,1,0.546,0
sketch-wallet-canvas-edition,30,2,5,23,0.07,0.17,0.77,0.489737,0
kickstarter-gold-musicforcats-album-two-music-to-s,42,5,4,33,0.12,0.1,0.79,0.508199603,2
catmandu-help-stop-party-animal-cruelty-with-dumpl,1,1,0,0,1,0,0,-0.3736,0
a-panda-tastic-journey,15,0,2,13,0,0.13,0.87,0.690346667,6
vitruvian-apparel-fashionable-athletic-fit-denim,6,0,1,5,0,0.17,0.83,0.572133333,0
great-frontier-at-new-york-summerfest,1,0,0,1,0,0,1,0.4019,0
mirror-twins-cirque-du-soliel-vets-true-twin-story,2,0,1,1,0,0.5,0.5,0.27055,0
a-stones-throw,1,0,0,1,0,0,1,0.3612,0
switch-con-worlds-first-hdmi-hub-for-switch-and-s8,29,7,5,17,0.24,0.17,0.59,0.229555402,0
mr-toads-recording-lives-now-to-get-to-the-finish,0,0,0,0,0,0,0,0,0
kickstarter-gold-3doodler-limited-star-trek-3d-pen,16,2,1,13,0.12,0.06,0.81,0.381299479,0
ora-the-worlds-first-graphene-headphones,25,2,3,20,0.08,0.12,0.8,0.401591333,0
fan-pow-boo,6,0,1,5,0,0.17,0.83,0.633383333,5
the-casual-cat-cafe-and-lounge,2,0,0,2,0,0,1,0.72155,0
provisionary-vermont-local-foods-market,2,0,0,2,0,0,1,0.7354,0
the-yellow-king-roleplaying-game-from-robin-d-laws,29,6,4,19,0.21,0.14,0.66,0.270492874,0
off-the-tracks-a-documentary-about-final-cut-pro-x,11,2,3,6,0.18,0.27,0.55,0.381730303,4
light-speed-dice-d6s-that-roll-at-the-speed-of-lig,28,2,6,20,0.07,0.21,0.71,0.338369473,0
city-limits-taproom-kitchen,1,0,0,1,0,0,1,0.9465,0
iron-fist-the-beginning,1,0,0,1,0,0,1,0.9954,0
exmos-and-joe-a-brand-new-post-mormon-podcast,0,0,0,0,0,0,0,0,0
larder-a-curated-delicatessen-and-bakery-in-clevel,8,0,2,6,0,0.25,0.75,0.50941875,3
handmade-durable-headphones-with-controls-and-micr,17,3,4,10,0.18,0.24,0.59,0.24004951,5
aumi-mini-a-smart-notification-light-and-nightligh,29,3,5,21,0.1,0.17,0.72,0.308629516,0
perfect-city-fall-launch-2017,0,0,0,0,0,0,0,0,0
ways-of-forgetting,1,0,0,1,0,0,1,0.9381,0
millwood-print-works-a-community-focused-print-sho,4,1,1,2,0.25,0.25,0.5,0.1200125,0
kickstarter-gold-alphabet-city-literally,19,2,4,13,0.11,0.21,0.68,0.411235338,0
standstill-1-a-mature-readers-survival-horror-comi,14,0,2,12,0,0.14,0.86,0.445051667,2
spiral-brewery-best-taproom-this-side-of-the-missi,5,0,1,4,0,0.2,0.8,0.48444,0
cubetto,29,3,4,22,0.1,0.14,0.76,0.388661162,0
kickstarter-gold-the-public-radio-the-single-stati,40,4,4,32,0.1,0.1,0.8,0.592816,0
darkside-stories,2,0,0,2,0,0,1,0.100765,0
east-asian-stone-seal-stamp,11,0,0,11,0,0,1,0.674916116,0
wonderland-white-rabbit-enamel-lapel-pin-ships-fre,5,0,1,4,0,0.2,0.8,0.6874,0
pastel-dinogami-enamel-pins,7,1,1,5,0.14,0.14,0.71,0.269428571,0
brownies-sweet-and-sassy-barbecue-sauce,2,0,2,0,0,1,0,0,1
glow-in-the-dark-poison-potion-bottle-enamel-pin-b,8,2,2,4,0.25,0.25,0.5,0.266052083,0
purrl-grey-30mm-hard-enamel-pin,0,0,0,0,0,0,0,0,0
saga-world-builder-modular-tiles-for-your-tabletop,32,6,3,23,0.19,0.09,0.72,0.307043229,0
magnettab-unique-device-that-will-make-your-life-e,7,3,2,2,0.43,0.29,0.29,0.092261905,0
kado-the-worlds-thinnest-wall-charger,37,8,4,25,0.22,0.11,0.68,0.175291216,0
the-lost-tarot-major-arcana-limited-edition,12,0,2,10,0,0.17,0.83,0.476166667,3
168-01-the-next-chapter,4,0,1,3,0,0.25,0.75,0.340175,0
a-dollar-for-a-little-mystery-sketch,24,2,2,20,0.08,0.08,0.83,0.512714359,0
redneck-ninjas-its-rurally-powerful-kung-fu-cool,2,2,0,0,1,0,0,-0.39435,0
wireless-transparent-speakers-with-flic-button,28,4,9,15,0.14,0.32,0.54,0.223901786,0
kickstarter-gold-microbes-make-stem-great-again,11,2,3,6,0.18,0.27,0.55,0.385766667,0
great-beasts-mini-comic,0,0,0,0,0,0,0,0,0
cio-battery-free-bike-light,26,10,2,14,0.38,0.08,0.54,0.116794433,0
soundbrake-20-the-awareness-device-for-headphones,15,0,3,12,0,0.2,0.8,0.434019879,0
modern-handcrafted-dress-shoes-reinvented,21,1,8,12,0.05,0.38,0.57,0.34084195,0
nuguna-neckband-for-people-with-hearing-loss,10,0,0,10,0,0,1,0.764936667,0
kickstarter-gold-recurring-dreams-of-herbert-crowl,10,0,4,6,0,0.4,0.6,0.35244,0
make-a-home-for-sweetroot-farm,4,0,0,4,0,0,1,0.681525,0
2017-wifi-badge,12,0,6,6,0,0.5,0.5,0.167932143,0
obsidian-3d-printer-high-quality-sleek-and-afforda,26,11,5,10,0.42,0.19,0.38,-0.006125513,0
insect-repellent-travel-wear-no-more-bug-bites,36,11,3,22,0.31,0.08,0.61,0.238330278,0
ettitude-fresh-bedding-reimagined-with-coffee,12,1,3,8,0.08,0.25,0.67,0.346919306,0
live-for-gems-black-diamond-jewelry,3,0,1,2,0,0.33,0.67,0.397108333,6
able-appareltm-apparel-with-purpose,1,0,0,1,0,0,1,0.8583,0
on-the-bus-podcasts-season-2-south-america-tour,0,0,0,0,0,0,0,0,0
2017-reef-check-california-marine-ecosystem-assess,0,0,0,0,0,0,0,0,0
messenger-enamel-pin,3,0,0,3,0,0,1,0.8738,2
ancient-cities,21,4,1,16,0.19,0.05,0.76,0.274748915,0
the-good-cards-a-game-to-spread-love-kindness-and,12,0,0,12,0,0,1,0.900933333,0
unyte-interactive-meditation,22,1,1,20,0.05,0.05,0.91,0.531971515,0
2017-higher-ground-festival,1,0,0,1,0,0,1,0.8264,0
nasty-humans,0,0,0,0,0,0,0,0,0
plastic-identities,2,0,0,2,0,0,1,0.6933,0
gemma-bond-dance-at-the-joyce-theatre-july-25-26th,3,0,0,3,0,0,1,0.890033333,0
maen-watches-a-new-standard-in-affordable-luxury-w,17,1,2,14,0.06,0.12,0.82,0.369712838,0
you-are-beautiful-where-you-are,17,1,2,14,0.06,0.12,0.82,0.59725,8
gold-rush-0,36,14,15,7,0.39,0.42,0.19,-0.0733025,0
kickstarter-gold-manual-coffeemaker-no3,17,3,1,13,0.18,0.06,0.76,0.335132073,16
kickstarter-gold-fourneau-bread-oven-20,28,1,6,21,0.04,0.21,0.75,0.512206758,0
hardwood-hand-crafted-dice,2,0,2,0,0,1,0,0,0
fate-book-one-land-and-sea,3,0,0,3,0,0,1,0.712866667,0
mossy-1-by-kieran-shiach-and-traci-shepard,0,0,0,0,0,0,0,0,0
panobook-a-notebook-for-your-desk,38,6,7,25,0.16,0.18,0.66,0.368383991,0
cask-the-insulated-bottle-crafted-from-inspiration,24,7,3,14,0.29,0.12,0.58,0.246361458,0
kickstarter-gold-bibliotheca,36,1,11,24,0.03,0.31,0.67,0.389396111,0
passport-worry-free-power-adapter-for-internationa,17,4,5,8,0.24,0.29,0.47,0.079504902,0
we-had-a-black-dog,2,0,0,2,0,0,1,0.5899125,0
m-lamar-negrogothic,2,0,0,2,0,0,1,0.81525,0
save-pepe,15,2,3,10,0.13,0.2,0.67,0.360195556,0
kickstarter-gold-fantastiqa-rival-realms,27,7,8,12,0.26,0.3,0.44,0.135297407,0
the-story-rgb-uv-lamp,21,6,3,12,0.29,0.14,0.57,0.198660794,0
nima,24,0,6,18,0,0.25,0.75,0.454267655,1
kickstarter-gold-titanium-pen-type-b,31,1,6,24,0.03,0.19,0.77,0.409157455,0
huskeecup-waste-made-beautiful,24,0,0,24,0,0,1,0.514199653,0
forever-today,0,0,0,0,0,0,0,0,0
kickstarter-gold-das-sneaker-from-atheist-shoes,22,3,4,15,0.14,0.18,0.68,0.441972348,17
the-incorruptible-library-a-girl-genius-graphic-no,36,10,5,21,0.28,0.14,0.58,0.176725185,0
pins-of-mythology-animal-gods-of-egypt,25,1,3,21,0.04,0.12,0.84,0.518527538,0
dr-ayalas-magic-spice-make-any-dish-a-delicious-su,20,0,5,15,0,0.25,0.75,0.597026667,0
ugears-hurdy-gurdy-unique-mechanical-musical-model,27,6,4,17,0.22,0.15,0.63,0.30561142,0
social-snail-mail-artisan-greeting-card-subscripti,1,0,0,1,0,0,1,0.9316,1
the-big-book-of-bisexual-trials-and-errors,10,0,3,7,0,0.3,0.7,0.3572,0
dessert-dragons-and-other-sweet-creatures,18,1,3,14,0.06,0.17,0.78,0.51699963,18
coalicion-flamenca-2017,0,0,0,0,0,0,0,0,0
kickstarter-gold-table-titans-fallen-veil-adventur,15,2,4,9,0.13,0.27,0.6,0.271439302,0
handcoh-redefining-luxury-fashion-for-men,7,1,1,5,0.14,0.14,0.71,0.458114286,0
le-monstre-enregistre-un-livre-symphonique-pour-en,1,0,0,1,0,0,1,0.3164,0
whitefox-mechanical-keyboard,35,10,5,20,0.29,0.14,0.57,0.117381143,0
